,Seg_Loss,Overall_Acc,Mean_IOU,Class_0,Class_1,seg_loss_train
0,0.8849552273750305,0.9855517098563057,0.5277915627091629,0.9927049934864044,0.08680342361330987,0.9629660844802856
1,0.6103713110089302,0.9948428955078127,0.6173805209693474,0.9974053382873536,0.21971538737416269,0.6314034566283226
2,0.5730285525321961,0.9928783634730746,0.6261038479131289,0.9964036092162132,0.27757894340902567,0.4745128244161606
3,0.5288154363632203,0.9950595997401648,0.6462503169113688,0.9975120380520821,0.25977197624742987,0.4029779821634293
4,0.4805724903941154,0.994158631461007,0.6613977655932606,0.9970529779791832,0.32916678600013255,0.3778136044740677
5,0.4586819887161255,0.9951112496512275,0.6738970955819963,0.9975377872586251,0.34249772876501083,0.36060293167829516
6,0.4456597834825516,0.9950041776384626,0.6778310078930531,0.9974831894040108,0.3456784561276436,0.3285343125462532
7,0.44294860810041425,0.9943554055350168,0.6761245287286202,0.9971545964479447,0.3642475038766861,0.3115029901266098
8,0.4397985726594925,0.9935865086146765,0.6746119037607025,0.9967617183923722,0.39195917919278145,0.3064370885491371
9,0.38971723467111585,0.9954239828927175,0.7025106816595378,0.997693644464016,0.4055290848016739,0.2943099454045296
10,0.4379826322197914,0.9947776260375976,0.6791891211006902,0.9973680689930916,0.37700879387557507,0.2947408899664879
11,0.5082593604922294,0.9917268338884625,0.6431946254982869,0.9958222448825836,0.350706734508276,0.28150379955768584
12,0.3962271362543106,0.9951306217738558,0.6962810862975151,0.9975456953048706,0.3920923866331577,0.27848847210407257
13,0.38649342954158783,0.9954703826904296,0.7012870897964165,0.9977183699607849,0.39536110907793043,0.2605822518467903
14,0.4248189225792885,0.9945129013061524,0.6821537678037937,0.9972322687506676,0.3760755743831396,0.25349222421646117
15,0.3867303982377052,0.9963226808820453,0.7007912096919625,0.998149560391903,0.36219156831502913,0.253440822660923
16,0.37786422222852706,0.9952280436924529,0.7032670840588818,0.9975943014025688,0.40398684442043303,0.23437774628400804
17,0.3212860494852066,0.9960680781773157,0.7317562629685617,0.9980195090174675,0.4842354916036129,0.23793093413114547
18,0.38703794628381727,0.9965954742431642,0.702044739523604,0.9982868432998657,0.35363875404000283,0.2304394856095314
19,0.4230100974440575,0.995631870814732,0.6833030521796911,0.9977997288107872,0.3532712560147047,0.22866832613945007
20,0.3526929631829262,0.9955850056239536,0.7154195643722625,0.997774314880371,0.4425535947084427,0.2221021518111229
21,0.3765562430024147,0.9959395294189454,0.7043020295439262,0.9979557022452354,0.4191447995603085,0.22546703964471818
22,0.3467305600643158,0.9964092636108399,0.7191331443779488,0.9981918424367905,0.3951733078807592,0.21308374255895615
23,0.34536518454551696,0.9951940067836211,0.7181781402102787,0.9975767567753792,0.49683893620967867,0.21808473020792007
24,0.36654621064662934,0.9949582301548551,0.7079883892216581,0.9974546730518341,0.43489928394556043,0.22439815253019332
25,0.3275826260447502,0.995979758126395,0.7288992082037474,0.9979739844799042,0.48142061457037927,0.22334101051092148
26,0.2909282073378563,0.9962898515973772,0.7488110630199472,0.9981291607022286,0.4995881274342537,0.20183327943086624
27,0.35857533365488053,0.9949405441284181,0.7101468261412417,0.9974471881985665,0.48301012739539145,0.20475156456232071
28,0.325219564139843,0.9963203016008648,0.7313341619595216,0.9981466948986053,0.4470644474029541,0.21707364022731782
29,0.34944602102041245,0.9965544139317103,0.7170505013103556,0.998266626894474,0.41453008316457274,0.1944425657391548
30,0.30273760110139847,0.9964560012817382,0.742321051226037,0.9982151061296463,0.48749155923724174,0.2139926940202713
31,0.3197853147983551,0.995972967965262,0.7333228652297261,0.997970524430275,0.4760737769305706,0.2028902664780617
32,0.3504005938768387,0.9954327087402346,0.7159279602478238,0.9976968511939048,0.42909859493374825,0.20389773547649384
33,0.3209303215146065,0.9959069835117885,0.7306812765154358,0.9979365199804306,0.4383917286992073,0.19266468435525894
34,0.3397936373949051,0.9957471237182618,0.7228300184248737,0.9978563860058784,0.48014166206121445,0.20307150185108186
35,0.33574791699647905,0.9963998314993724,0.7253330404405428,0.9981881812214851,0.42379948794841765,0.18867991268634796
36,0.30355840623378755,0.9959035655430382,0.7407214451905662,0.9979336678981781,0.4798662893474102,0.1879673793911934
37,0.3515328705310822,0.9962175151279995,0.7122206874702279,0.9980971962213516,0.4361980356276035,0.1951693743467331
38,0.37483185827732085,0.9943393162318636,0.7027380157957885,0.9971418708562851,0.46183310598134997,0.19945713579654695
39,0.327903239428997,0.9962827551705496,0.7276112051332448,0.9981282338500023,0.44368771836161613,0.17903424203395843
40,0.3012090414762497,0.9960417633056642,0.7423459836514812,0.9980050891637802,0.5013083472847939,0.17636039853096008
41,0.2938003271818161,0.9965507038661414,0.7447770890846359,0.9982634454965591,0.472965282201767,0.16826340109109877
