,Seg_Loss,Overall_Acc,Mean_IOU,Class_0,Class_1,seg_loss_train
0,0.9782680412133534,0.7041589660644532,0.356224604388321,0.8247446258862813,0.018127379861349862,0.9634439900517464
1,0.9651182681322098,0.9115963846842446,0.47228132469497147,0.9535370727380117,0.06319185122847557,0.940598776191473
2,0.9609890798727672,0.9617259521484377,0.515882511369789,0.9803800851106643,0.12185242859025797,0.9304848574101925
3,0.9537106315294902,0.9895482788085938,0.5977653894128506,0.9947182585795721,0.28550630832711854,0.9197652883827686
4,0.9470895866552989,0.9873621215820312,0.5867564593930801,0.9936039825280507,0.29566342333952583,0.9027214780449867
5,0.9423155506451925,0.990036804199219,0.5959524899086783,0.9949687510728836,0.32085585271318756,0.8898728661239147
6,0.9350283523400624,0.9782063090006511,0.5473731695847042,0.9889280011256536,0.21594348847866057,0.8724728114902973
7,0.917222269376119,0.9877389526367185,0.5935479150899018,0.9937936315933863,0.3106531657278538,0.8632659658789634
8,0.9342846582333247,0.9953469848632815,0.6394900370552631,0.9976600011189779,0.3283479252209266,0.8301143035292625
9,0.9118986576795578,0.9940311787923177,0.6448244857478886,0.9969929079214732,0.4036806950966517,0.8223275631666184
10,0.8864074518283208,0.9939566955566407,0.6567514150295597,0.9969560732444127,0.4522746702035268,0.8066362679004669
11,0.8699022024869919,0.994655995686849,0.6671066389881244,0.9973108808199564,0.4529854029417038,0.7836250014603138
12,0.8586729486783345,0.9954512532552086,0.6792790605509352,0.9977109561363856,0.48824418435494105,0.7597886309027672
13,0.822407994667689,0.9959965515136721,0.7042583500309525,0.9979870696862538,0.5133468260367712,0.7231770016252994
14,0.8424497703711192,0.9895832010904949,0.5962915883650477,0.9947403093179067,0.32763199222584566,0.7013235740363598
15,0.7985487163066864,0.9934180603027344,0.6454453675765239,0.9966802994410197,0.4415825898448626,0.6609144151210785
16,0.7844090203444163,0.9975574137369791,0.7269620436749483,0.9987741907437643,0.49096617798010506,0.6196352899074554
17,0.7254369397958119,0.9969510904947915,0.7271147789649278,0.9984681228796641,0.5236894468466441,0.5938732631504535
18,0.7131995062033335,0.9968346557617183,0.714954951656015,0.998409378528595,0.5118877708911895,0.5425632998347283
19,0.6652617861827215,0.997350168863932,0.742875254618482,0.9986689219872157,0.5800976643959681,0.5190995469689369
20,0.6859111855427424,0.997562998453776,0.7173951625922446,0.9987770865360895,0.4748257786035538,0.49824832156300547
21,0.6508505056301753,0.9972874450683594,0.721428278060072,0.9986380040645599,0.5248274450500806,0.44722510501742363
22,0.7217280149459839,0.9975785217285157,0.6610250362812583,0.998786065975825,0.3656069454116126,0.4140245713293552
23,0.6035705943902333,0.9977733256022138,0.7285195184691102,0.9988830864429474,0.48288743471105894,0.4029509425163269
24,0.5680558085441589,0.9971516418457033,0.7207286174312385,0.998568993806839,0.47201397120952604,0.37605268359184263
25,0.5869877090056738,0.9976176859537756,0.7095988774265352,0.9988048493862152,0.4321928640206655,0.3448852956295013
26,0.5485292812188466,0.9975384114583329,0.7151330827384782,0.9987648675839106,0.445979535082976,0.31725700497627257
27,0.5803018023570379,0.997859059651693,0.7052518579823522,0.998926525314649,0.43330491011341415,0.3077550858259201
28,0.5298169563213985,0.9980005391438801,0.7221014343262563,0.99899729291598,0.4895821072161198,0.2787741877138615
29,0.5935543308655421,0.9974075724283853,0.6638484474420572,0.9987000932296117,0.3701742393275102,0.2699683614075184
30,0.39822487433751425,0.9977174072265627,0.7723012123237617,0.9988534609476726,0.6196621596813202,0.26737321689724924
31,0.4353653301795324,0.9978311157226563,0.7413737429498075,0.9989117602507274,0.5277610450983048,0.2635183610022068
32,0.41615809202194215,0.9979870402018228,0.7535633336100617,0.9989902546008428,0.5601804211735726,0.23804863542318344
33,0.4488830109437307,0.9977143859863277,0.7298019099284277,0.9988529274861018,0.4383205741643906,0.22862884923815727
34,0.5175293534994125,0.9977856241861981,0.6861984077107091,0.9988899012406667,0.4035131905693561,0.2197485513985157
35,0.6684671342372894,0.9969923197428389,0.6023332916095167,0.9984924952189128,0.22404201761043321,0.22411728128790856
36,0.3796390255292257,0.9980184936523441,0.753807742094669,0.9990060120820999,0.5274172782897949,0.20135357603430748
37,0.4549087643623352,0.9978884175618487,0.7123365831558768,0.9989409526189168,0.4252979145695766,0.18437103629112245
38,0.4057846595843633,0.9966757303873698,0.7182105050716902,0.9983290483554205,0.5600970913966496,0.20107897371053696
39,0.3686854640642802,0.9978290812174482,0.742932871327302,0.9989107718070348,0.5204904422163963,0.19454678893089294
40,0.44440644880135854,0.9977509460449218,0.702148057417252,0.9988722910483678,0.3976704809814692,0.1824112392961979
41,0.33335496187210084,0.9980016682942708,0.7651176014585094,0.9989972780148189,0.5750835234920184,0.1765429273247719
42,0.4320263733466466,0.9975092468261721,0.6998934780402938,0.998750768105189,0.4268862133224805,0.1837961733341217
43,0.36170134842395785,0.9975295003255209,0.7366347263165974,0.998759976029396,0.5403263663252195,0.16047702878713607
44,0.38382049202919005,0.99763510131836,0.727395401742019,0.9988130430380503,0.5063877773781618,0.16747842431068422
45,0.4225830376148224,0.9977631429036457,0.7043535797764245,0.9988785396019618,0.41634866744279864,0.16659280136227608
46,0.39141317705313367,0.9976949259440101,0.7182321155979056,0.9988436996936798,0.438650518655777,0.1628895692527294
47,0.34470230837663013,0.9978870747884113,0.7417871843145707,0.998940200606982,0.49527786870797474,0.1526967965066433
48,0.3323183447122574,0.9977383321126303,0.7473095195674018,0.9988647013902664,0.5100612610578537,0.15062166303396224
49,0.35390180051326753,0.9980183410644534,0.7322654449392509,0.9990062932173411,0.4827001944184303,0.15520991012454033
50,0.30032673478126526,0.998001759847005,0.7652393685959249,0.9989974757035573,0.5569778879483541,0.15298251286149026
51,0.37475979030132295,0.9977204284667971,0.720286962976144,0.9988567312558492,0.460426414757967,0.15640196576714516
52,0.3961148460706075,0.9977296549479165,0.7123953292885169,0.9988613535960515,0.4537646908313036,0.14141546860337256
53,0.36657835642496744,0.9975968933105471,0.7241670334048899,0.9987945914268493,0.47361117899417876,0.1362750843167305
54,0.3517828812201818,0.9980194295247394,0.7340593724285986,0.9990069051583608,0.45654135197401047,0.13288648724555968
55,0.34762235581874845,0.9979736226399737,0.7325728086911091,0.9989839414755504,0.47858874599138895,0.13817610517144202
