,Seg_Loss,Overall_Acc,Mean_IOU,Class_0,Class_1,seg_loss_train
0,0.9858262270689011,0.48248245014863844,0.24327917870300145,0.6483062297105789,0.011498599592596293,0.9759928315877915
1,0.9817430004477501,0.993255806866814,0.5013656553356187,0.9966153055429459,0.016188053018413483,0.931364955753088
2,0.9809318840503692,0.9910232808730184,0.5276471856908752,0.9954820096492767,0.10733255324885249,0.7837754640728235
3,0.9814350977540016,0.9944823805865118,0.5179604691786868,0.9972311481833458,0.05832324358634651,0.7479726959019899
4,0.9807838693261146,0.9907190646003274,0.5419520315744972,0.9953275501728058,0.15587050449103118,0.7224100030958652
5,0.9809022307395935,0.9599043606028836,0.5018762189477436,0.9794161915779114,0.09415963031351567,0.7251395769417286
6,0.9795932427048684,0.9826505284028894,0.5393477874295571,0.9912154167890549,0.170222407579422,0.6714762352406979
7,0.9806380718946457,0.9932884265675263,0.5716040001475959,0.996625243127346,0.20148723088204862,0.6517874520272017
8,0.9786081627011299,0.9552800791123335,0.5083182382963508,0.976926964521408,0.12396112624555826,0.6700606115162373
9,0.9792743667960166,0.9420857911951401,0.4950217445745785,0.969929164648056,0.09707323424518108,0.6349831853061915
10,0.9802201896905899,0.9824215500775502,0.5380510300380867,0.9910967960953713,0.17127329017966986,0.7259274549782276
11,0.9798252686858178,0.9906457793291878,0.566515725232022,0.9952874213457108,0.20937658697366715,0.6874568957835436
12,0.9790456503629684,0.984880388147691,0.5559945090187239,0.9923511609435082,0.21031567379832267,0.7236956305801868
13,0.9797501921653747,0.985120082182043,0.550197065153659,0.9924719378352165,0.19111347049474717,0.7045529875904322
14,0.9807841211557389,0.9927973076315487,0.5585207033257722,0.996371291577816,0.15723989065736532,0.6536226391792297
15,0.9796306788921356,0.9829692382812502,0.5453045583338716,0.991362738609314,0.19770923927426337,0.6715154919773341
16,0.9797294989228249,0.9895115194881663,0.5613857191743653,0.9947104826569557,0.20863841995596885,0.7349067881703377
17,0.9782283112406731,0.9508207927030675,0.5062828063967644,0.974543209373951,0.1220627112314105,0.6718305766582489
18,0.9817555606365204,0.9935668994679169,0.5177876973289253,0.996764811873436,0.050783408177085224,0.6417032845318318
19,0.9799140021204948,0.9863142942540787,0.5565474437107325,0.9930730983614922,0.2121426310390234,0.755097983032465
20,0.9803134843707084,0.9937141189575195,0.5608879632111803,0.9968377262353897,0.17273492682725192,0.7709424220025539
21,0.980678242444992,0.9921429227941176,0.5485358237904708,0.996046407520771,0.14642268866300584,0.7128895469009876
22,0.9798644557595253,0.9928762328203987,0.5655542965162829,0.9964139655232429,0.17574125435203314,0.7042700469493866
23,0.979674045741558,0.9864987649356618,0.5488257031588342,0.9931765228509903,0.18669268675148487,0.7563399236649275
24,0.9800652205944062,0.9890044102388271,0.5540020618047283,0.9944549486041069,0.19473601877689362,0.7870456587523222
25,0.9801553428173065,0.9931787697287167,0.5707988350975053,0.996569786965847,0.1992633206769824,0.6820401698350906
26,0.9798888221383095,0.9814527116663315,0.5337683604267079,0.990601758658886,0.15892732776701451,0.7264114398509264
27,0.9785179644823074,0.9649815669340246,0.5196045264852864,0.9820780321955681,0.14299061261117457,0.7312198244035244
28,0.9794699311256408,0.982499385160558,0.53573076285384,0.9911395087838173,0.1718287155032158,0.8400153934955596
29,0.9796165347099304,0.9776009893978342,0.5339862373528006,0.9886220216751098,0.16244898326694965,0.8342216867953539
30,0.9796937242150306,0.9796177781048947,0.5338623575151897,0.989657910168171,0.16255483608692883,0.7748682793229819
31,0.9785585969686508,0.9261560251572553,0.48426379891798527,0.9614069938659668,0.08582296092063188,0.7903857249766588
32,0.9788740515708924,0.9581332240385168,0.5116522556095904,0.9784593105316162,0.12189811747521162,0.817421556264162
